AIM-Spice Version 2017.100  (Built on Apr 12 2017)
Simulation started on Mon Oct  4 09:44:00 2021
Circuit: * Gate Voltage sweep
Analysis: Transient Analysis
Time,v(ck),v(d),v(q),v(qn)
4.93080000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.27699142864091e-03,1.51425432791315e+00
4.93240000000000e-10,0.00000000000000e+00,1.50000000000000e+00,2.76087286616750e-03,1.51175668101590e+00
4.93560000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.12180441782484e-04,1.50736602332597e+00
4.94200000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-2.94997000245945e-03,1.49940446188694e+00
4.95480000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-4.60520701034162e-03,1.48836985507501e+00
4.98040000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-1.95998953765394e-03,1.48180186978791e+00
5.00000000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-1.69787186628106e-04,1.48275302820763e+00
5.00100000000000e-10,1.50000000000046e-01,1.50000000000000e+00,9.11068757692757e-04,1.48564886548093e+00
5.00300000000000e-10,4.49999999999983e-01,1.50000000000000e+00,2.84875701626564e-03,1.49123551522157e+00
5.00700000000000e-10,1.05000000000001e+00,1.50000000000000e+00,5.73300035428737e-03,1.50123394526937e+00
5.01000000000000e-10,1.49999999999999e+00,1.50000000000000e+00,6.47260940714861e-03,1.50552492930104e+00
5.01080000000000e-10,1.50000000000000e+00,1.50000000000000e+00,5.93842264223821e-03,1.50497161558835e+00
5.01240000000000e-10,1.50000000000000e+00,1.50000000000000e+00,4.97829834571040e-03,1.50400192542737e+00
5.01560000000000e-10,1.50000000000000e+00,1.50000000000000e+00,3.41524036533003e-03,1.50228345959703e+00
5.02200000000000e-10,1.50000000000000e+00,1.50000000000000e+00,1.31979566690282e-03,1.49928441540435e+00
5.03480000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-2.20344293309888e-03,1.48971244511369e+00
5.06040000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-6.00095131388825e-03,1.46406345335347e+00
5.11160000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-3.00330727033168e-03,1.43380728400987e+00
5.16460894642573e-10,1.50000000000000e+00,1.50000000000000e+00,-1.80085662074975e-04,1.42626025961549e+00
5.27062683927718e-10,1.50000000000000e+00,1.50000000000000e+00,4.60924265063695e-03,1.47013814675133e+00
5.46706406740141e-10,1.50000000000000e+00,1.50000000000000e+00,-2.57535580713916e-03,1.44051276012069e+00
5.66309464344092e-10,1.50000000000000e+00,1.50000000000000e+00,-1.55264845404804e-03,1.38410888856675e+00
5.96613794724004e-10,1.50000000000000e+00,1.50000000000000e+00,3.82748300469724e-03,1.48295928104317e+00
6.35296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,-2.76233731710778e-03,1.49949799735856e+00
6.85296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,2.42603161641683e-03,1.50019804392722e+00
7.35296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,-2.08295426430357e-03,1.49958094230204e+00
7.85296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,1.85607400523579e-03,1.50037460282123e+00
8.35296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,-1.60727620213275e-03,1.49945781644466e+00
8.85296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,1.45467310405358e-03,1.50042748886418e+00
9.35296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,-1.26521311905022e-03,1.49946780582110e+00
9.85296850638746e-10,1.50000000000000e+00,1.50000000000000e+00,1.15926243534508e-03,1.50038428329826e+00
1.00100000000000e-09,1.49999999999985e+00,1.50000000000000e+00,-7.85843157946067e-04,1.49960979995676e+00
1.00110000000000e-09,1.34999999999980e+00,1.50000000000000e+00,-1.36737331493980e-03,1.49784509716822e+00
1.00130000000000e-09,1.04999999999971e+00,1.50000000000000e+00,-2.80983040096222e-03,1.49330079102601e+00
1.00170000000000e-09,4.49999999999523e-01,1.50000000000000e+00,-5.39266328587845e-03,1.48338473001168e+00
1.00200000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-6.66436326487796e-03,1.47653402811747e+00
1.00208000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-6.14286188352009e-03,1.47691046929194e+00
1.00224000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-5.12599881205084e-03,1.47776771239103e+00
1.00256000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-3.18589107072814e-03,1.48022180417270e+00
1.00320000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-5.36989785412945e-05,1.48631837957081e+00
1.00448000000000e-09,0.00000000000000e+00,1.50000000000000e+00,3.32082056028943e-03,1.49974121534581e+00
1.00704000000000e-09,0.00000000000000e+00,1.50000000000000e+00,5.00087762816129e-03,1.52440022213617e+00
1.01216000000000e-09,0.00000000000000e+00,1.50000000000000e+00,2.87381894723973e-03,1.55935757097088e+00
1.02240000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-1.09163238055708e-03,1.57491963029637e+00
1.04288000000000e-09,0.00000000000000e+00,1.50000000000000e+00,-5.56861703286549e-03,1.45002213335554e+00
1.06297587984852e-09,0.00000000000000e+00,1.50000000000000e+00,5.91269979895572e-03,1.46754021485428e+00
1.08579776305590e-09,0.00000000000000e+00,1.50000000000000e+00,-1.52165212707672e-03,1.52456627599417e+00
1.11942227897070e-09,0.00000000000000e+00,1.50000000000000e+00,9.53280702250328e-05,1.49052815249787e+00
1.15433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,5.53616438860434e-04,1.50860782172932e+00
1.20433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,-8.48728011043107e-04,1.49292078374347e+00
1.25433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,1.09778306707933e-03,1.50588453641899e+00
1.30433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,-1.21734482131301e-03,1.49497740355576e+00
1.35433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,1.33087903899449e-03,1.50400846115295e+00
1.40433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,-1.33961252995897e-03,1.49652013164853e+00
1.45433919722257e-09,0.00000000000000e+00,1.50000000000000e+00,1.37262366707795e-03,1.50279924775094e+00
1.50000000000000e-09,3.10192729707385e-13,1.50000000000000e+00,-1.31812315395278e-03,1.49758151991043e+00
1.50010000000000e-09,1.50000000000356e-01,1.50000000000000e+00,9.58792778152917e-05,1.50080699227427e+00
1.50030000000000e-09,4.50000000000448e-01,1.50000000000000e+00,2.60221210098521e-03,1.50694946066775e+00
1.50070000000000e-09,1.05000000000063e+00,1.50000000000000e+00,6.07540698282061e-03,1.51739812456477e+00
1.50100000000000e-09,1.50000000000000e+00,1.50000000000000e+00,7.06797114201874e-03,1.52250306564692e+00
1.50108000000000e-09,1.50000000000000e+00,1.50000000000000e+00,6.52887069290181e-03,1.52202646934372e+00
1.50124000000000e-09,1.50000000000000e+00,1.50000000000000e+00,5.55364252817542e-03,1.52120307422475e+00
1.50156000000000e-09,1.50000000000000e+00,1.50000000000000e+00,3.96657801138661e-03,1.51976924727309e+00
1.50220000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.71025326366986e-03,1.51718171219254e+00
1.50348000000000e-09,1.50000000000000e+00,1.50000000000000e+00,-2.56155091049526e-03,1.50710631933674e+00
1.50604000000000e-09,1.50000000000000e+00,1.50000000000000e+00,-6.45489253443221e-03,1.48045258882011e+00
1.51116000000000e-09,1.50000000000000e+00,1.50000000000000e+00,-3.69413215848011e-03,1.44581991328678e+00
1.51650288478638e-09,1.50000000000000e+00,1.50000000000000e+00,-2.38827208197276e-03,1.42108848145263e+00
1.52718865435914e-09,1.50000000000000e+00,1.50000000000000e+00,8.02570161460389e-04,1.40305453461968e+00
1.54856019350466e-09,1.50000000000000e+00,1.50000000000000e+00,1.70107379399775e-02,8.89226820482561e-01
1.57276321611595e-09,1.50000000000000e+00,1.50000000000000e+00,8.39797931995560e-01,1.32996508869075e-01
1.60000000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.52334572633918e+00,-1.90701494017251e-02
1.60010000000000e-09,1.50000000000000e+00,1.34999999999994e+00,1.52116387986152e+00,-2.02255454106062e-02
1.60030000000000e-09,1.50000000000000e+00,1.04999999999981e+00,1.51699936772586e+00,-2.24248571066939e-02
1.60070000000000e-09,1.50000000000000e+00,4.49999999999876e-01,1.50977443058268e+00,-2.57626451614554e-02
1.60100000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50510657720763e+00,-2.78875565379875e-02
1.60108000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50455019341396e+00,-2.70507503536992e-02
1.60124000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50344640471881e+00,-2.54611453166855e-02
1.60156000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50146101218159e+00,-2.24076279409637e-02
1.60220000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49848715987178e+00,-1.67728869187640e-02
1.60348000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49453336246792e+00,-8.39994856481776e-03
1.60604000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49074111525296e+00,-4.24310203660317e-04
1.61116000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49121119994758e+00,1.47094986706341e-03
1.62140000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49774770294613e+00,2.49034646580796e-04
1.63440308149687e-09,1.50000000000000e+00,0.00000000000000e+00,1.50018399397986e+00,5.60573127086964e-04
1.65532654360109e-09,1.50000000000000e+00,0.00000000000000e+00,1.49979850330012e+00,4.88723479470302e-04
1.69717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.50002191571738e+00,3.70280803439386e-04
1.74717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49985865981853e+00,2.44622141216630e-04
1.79717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49998692090677e+00,2.09857017130299e-04
1.84717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49988791848791e+00,1.63518973769131e-04
1.89717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49996371682349e+00,1.47623735030619e-04
1.94717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49990704579138e+00,1.25397462729435e-04
1.99717346780954e-09,1.50000000000000e+00,0.00000000000000e+00,1.49995012003619e+00,1.15461054891268e-04
2.00100000000000e-09,1.49999999999938e+00,0.00000000000000e+00,1.49993793565679e+00,1.12251787507097e-04
2.00110000000000e-09,1.34999999999933e+00,0.00000000000000e+00,1.49922937833688e+00,-1.48345951816883e-03
2.00130000000000e-09,1.04999999999924e+00,0.00000000000000e+00,1.49749556086263e+00,-5.44117684427552e-03
2.00170000000000e-09,4.49999999999058e-01,0.00000000000000e+00,1.49421535427661e+00,-1.34589924140992e-02
2.00200000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49241828642087e+00,-1.84039582849263e-02
2.00208000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49286373346698e+00,-1.76759894543962e-02
2.00224000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49375271255771e+00,-1.62034637321045e-02
2.00256000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49556131468230e+00,-1.29686131263703e-02
2.00320000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49894749643840e+00,-6.22612958617077e-03
2.00448000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50393510271015e+00,5.19227350012252e-03
2.00704000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50715822588265e+00,1.80834695992498e-02
2.01216000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50425583852272e+00,2.37157432468182e-02
2.02240000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49787149320538e+00,9.62599286672333e-03
2.04288000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49165757559474e+00,-4.04835359970447e-02
2.06186705519970e-09,0.00000000000000e+00,0.00000000000000e+00,1.51077904188377e+00,1.03457497787776e-02
2.08373620020216e-09,0.00000000000000e+00,0.00000000000000e+00,1.49793443390970e+00,1.51497088137354e-02
2.11064848400087e-09,0.00000000000000e+00,0.00000000000000e+00,1.49640711018015e+00,-9.40885716942173e-03
2.14074696241500e-09,0.00000000000000e+00,0.00000000000000e+00,1.50392356798358e+00,4.12763804784258e-03
2.17797146113226e-09,0.00000000000000e+00,0.00000000000000e+00,1.49651887932856e+00,-3.79115596851404e-03
2.21792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.50292386790015e+00,3.39362080702764e-03
2.26792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.49726435394466e+00,-2.73346131837639e-03
2.31792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.50229687214641e+00,2.59142535652951e-03
2.36792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.49783053341569e+00,-2.02476213918217e-03
2.41792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.50177777157438e+00,1.97859656929777e-03
2.46792337689160e-09,0.00000000000000e+00,0.00000000000000e+00,1.49831163500245e+00,-1.50911781283784e-03
2.50000000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50124881354099e+00,1.40543184884441e-03
