AIM-Spice Version 2017.100  (Built on Apr 12 2017)
Simulation started on Mon Oct  4 09:41:42 2021
Circuit: * Gate Voltage sweep
Analysis: Transient Analysis
Time,v(ck),v(d),v(q),v(qn)
4.81080000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.27693483313180e-03,1.51425412839892e+00
4.81240000000000e-10,0.00000000000000e+00,1.50000000000000e+00,2.76082348163403e-03,1.51175648745110e+00
4.81560000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.12143584505975e-04,1.50736584095667e+00
4.82200000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-2.94998961326415e-03,1.49940429254659e+00
4.83480000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-4.60520489131916e-03,1.48836972410903e+00
4.86040000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-1.95998335193726e-03,1.48180177329714e+00
4.91160000000000e-10,0.00000000000000e+00,1.50000000000000e+00,1.01515648513503e-03,1.48514213756670e+00
4.96759659780552e-10,0.00000000000000e+00,1.50000000000000e+00,5.67299962929646e-04,1.49035100750535e+00
5.00000000000000e-10,0.00000000000000e+00,1.50000000000000e+00,6.76544399563661e-04,1.49345899428767e+00
5.00100000000000e-10,1.50000000000046e-01,1.50000000000000e+00,1.71257145495857e-03,1.49640119991885e+00
5.00300000000000e-10,4.49999999999983e-01,1.50000000000000e+00,3.71915574490922e-03,1.50215947289240e+00
5.00700000000000e-10,1.05000000000001e+00,1.50000000000000e+00,6.97324563875390e-03,1.51271544175483e+00
5.01000000000000e-10,1.49999999999999e+00,1.50000000000000e+00,7.54154425312914e-03,1.51713453637470e+00
5.01080000000000e-10,1.50000000000000e+00,1.50000000000000e+00,6.95845783996879e-03,1.51659695664681e+00
5.01240000000000e-10,1.50000000000000e+00,1.50000000000000e+00,5.90708510732485e-03,1.51565787868717e+00
5.01560000000000e-10,1.50000000000000e+00,1.50000000000000e+00,4.19381792899076e-03,1.51401739084374e+00
5.02200000000000e-10,1.50000000000000e+00,1.50000000000000e+00,1.78090822483445e-03,1.51111405302620e+00
5.03480000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-2.30443587297785e-03,1.50147586631269e+00
5.06040000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-5.90671388592043e-03,1.47622956755317e+00
5.11160000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-3.27976339950176e-03,1.44503515526162e+00
5.16450258955154e-10,1.50000000000000e+00,1.50000000000000e+00,-8.05259947453590e-04,1.43351985202255e+00
5.27030776865462e-10,1.50000000000000e+00,1.50000000000000e+00,2.49671667082156e-03,1.44623257961619e+00
5.48191812686077e-10,1.50000000000000e+00,1.50000000000000e+00,9.73406583892082e-03,9.25076082900378e-01
5.69488876598136e-10,1.50000000000000e+00,1.50000000000000e+00,7.42558585435779e-01,1.73386102477969e-01
5.96880848025454e-10,1.50000000000000e+00,1.50000000000000e+00,1.49925954237544e+00,-2.32440715701610e-02
6.25829340323339e-10,1.50000000000000e+00,1.50000000000000e+00,1.47317897704262e+00,1.23314331238762e-02
6.61003040041780e-10,1.50000000000000e+00,1.50000000000000e+00,1.52686285285838e+00,-3.71756685794607e-03
7.06680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.47547047308941e+00,8.67420975718582e-04
7.56680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.52069915757168e+00,1.56679905264354e-03
8.06680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.48223454145886e+00,-2.28596962767826e-03
8.56680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.51447322166578e+00,3.14664562922610e-03
9.06680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.48789849076732e+00,-3.04174566903155e-03
9.56680335423532e-10,1.50000000000000e+00,1.50000000000000e+00,1.50968451402281e+00,3.23849705310491e-03
1.00100000000000e-09,1.49999999999985e+00,1.50000000000000e+00,1.49219172275796e+00,-2.80857316667831e-03
1.00110000000000e-09,1.34999999999980e+00,1.50000000000000e+00,1.49177084114513e+00,-4.12528779632304e-03
1.00130000000000e-09,1.04999999999971e+00,1.50000000000000e+00,1.49056871613206e+00,-7.64412667633866e-03
1.00170000000000e-09,4.49999999999523e-01,1.50000000000000e+00,1.48822434270941e+00,-1.50842101155594e-02
1.00200000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.48704367630348e+00,-1.97446848794406e-02
1.00208000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.48764701989195e+00,-1.89397029310399e-02
1.00224000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.48884342214354e+00,-1.73220006003437e-02
1.00256000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49120348320121e+00,-1.38575313923719e-02
1.00320000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49551128243809e+00,-6.76603201481609e-03
1.00448000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50161146349649e+00,4.95900215124336e-03
1.00704000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50626444333280e+00,1.82018234309614e-02
1.01216000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50416137784885e+00,2.37624312592668e-02
1.02240000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49777854500946e+00,9.19574384707077e-03
1.04288000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49110887224933e+00,-4.42638995946454e-02
1.06166960324706e-09,0.00000000000000e+00,1.50000000000000e+00,1.51119920994380e+00,8.09576845676252e-03
1.08352119473664e-09,0.00000000000000e+00,1.50000000000000e+00,1.49800822263474e+00,1.40310092577419e-02
1.11718314491842e-09,0.00000000000000e+00,1.50000000000000e+00,1.49768838951935e+00,-6.61562016831077e-03
1.15270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.50307814701953e+00,5.78354238682245e-03
1.20270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.49664573961469e+00,-5.00486921385153e-03
1.25270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.50317737617522e+00,4.59577074380463e-03
1.30270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.49681940759713e+00,-3.81891785329111e-03
1.35270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.50279708522592e+00,3.51091315944463e-03
1.40270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.49732840921364e+00,-2.90833002195920e-03
1.45270043594421e-09,0.00000000000000e+00,1.50000000000000e+00,1.50226593970283e+00,2.67089587663810e-03
1.50000000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49787173117132e+00,-2.14272238920782e-03
1.50010000000000e-09,1.49999999999736e-01,1.34999999999997e+00,1.49890682057599e+00,-2.74030128327274e-04
1.50030000000000e-09,4.49999999999828e-01,1.04999999999991e+00,1.50082609326551e+00,3.41677011436908e-03
1.50070000000000e-09,1.05000000000001e+00,4.49999999999783e-01,1.50464072315422e+00,1.07437786618282e-02
1.50100000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50610676394003e+00,1.37747622423824e-02
1.50108000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50628088099871e+00,1.42643893528443e-02
1.50124000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50659633688670e+00,1.51855655446070e-02
1.50156000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50696138248737e+00,1.65974775982597e-02
1.50220000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50669575141918e+00,1.75490129096761e-02
1.50348000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50182026600246e+00,1.02486609893767e-02
1.50604000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.48825894510020e+00,-2.00483781742470e-02
1.51116000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.47907918778354e+00,-6.65911196101839e-02
1.51649725231501e-09,1.50000000000000e+00,0.00000000000000e+00,1.48773563272835e+00,-8.10040711775672e-02
1.52717175694503e-09,1.50000000000000e+00,0.00000000000000e+00,1.50929603738173e+00,-5.02113882335054e-02
1.54585904637346e-09,1.50000000000000e+00,0.00000000000000e+00,1.51163220718860e+00,3.61435701172263e-02
1.56764572077683e-09,1.50000000000000e+00,0.00000000000000e+00,1.49230756768263e+00,1.34941728342675e-02
1.59690322675493e-09,1.50000000000000e+00,0.00000000000000e+00,1.50251294102662e+00,-2.85166888436120e-03
1.63788324691310e-09,1.50000000000000e+00,0.00000000000000e+00,1.49833168181098e+00,1.01101080159050e-03
1.68043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.50106138248722e+00,1.00956934110389e-05
1.73043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.49903026766523e+00,-1.22963581054167e-04
1.78043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.50067221946826e+00,3.87738540852549e-04
1.83043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.49931590733394e+00,-2.34746217135380e-04
1.88043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.50044253652734e+00,3.37315835051938e-04
1.93043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.49951363046781e+00,-1.34926828544976e-04
1.98043354652636e-09,1.50000000000000e+00,0.00000000000000e+00,1.50027109345161e+00,1.99866629995440e-04
2.00100000000000e-09,1.49999999999938e+00,0.00000000000000e+00,1.49974581086695e+00,7.68400698152890e-05
2.00110000000000e-09,1.34999999999933e+00,0.00000000000000e+00,1.49904860688450e+00,-1.46998977780579e-03
2.00130000000000e-09,1.04999999999924e+00,0.00000000000000e+00,1.49730912138895e+00,-5.47577496605486e-03
2.00170000000000e-09,4.49999999999058e-01,0.00000000000000e+00,1.49401930103325e+00,-1.35789682722038e-02
2.00200000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49222582374292e+00,-1.85584711648144e-02
2.00208000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49267429577993e+00,-1.78352926530188e-02
2.00224000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49356972462743e+00,-1.63712869287599e-02
2.00256000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49539283723692e+00,-1.31453078217243e-02
2.00320000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49880956356485e+00,-6.40103185441208e-03
2.00448000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50384720163163e+00,5.05594783647703e-03
2.00704000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50713505632847e+00,1.80169186441391e-02
2.01216000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50427348806022e+00,2.37517990436880e-02
2.02240000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49786288138138e+00,9.64945126505513e-03
2.04288000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49164567040567e+00,-4.05786706266479e-02
2.06220063253366e-09,0.00000000000000e+00,0.00000000000000e+00,1.51090756249697e+00,1.10721579590381e-02
2.08410676404470e-09,0.00000000000000e+00,0.00000000000000e+00,1.49772416340928e+00,1.49001295935950e-02
2.11089579868378e-09,0.00000000000000e+00,0.00000000000000e+00,1.49651344769177e+00,-9.32499136629568e-03
2.14095149856465e-09,0.00000000000000e+00,0.00000000000000e+00,1.50386016476345e+00,4.05833714058243e-03
2.17785347143123e-09,0.00000000000000e+00,0.00000000000000e+00,1.49656264167654e+00,-3.77907493335816e-03
2.21750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.50290028935348e+00,3.40350854496090e-03
2.26750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.49727442841690e+00,-2.75218950915779e-03
2.31750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.50229669030855e+00,2.61553895666827e-03
2.36750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.49783305185244e+00,-2.06624213327793e-03
2.41750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.50178479371288e+00,2.01153965498585e-03
2.46750313010353e-09,0.00000000000000e+00,0.00000000000000e+00,1.49830014708224e+00,-1.53780486001580e-03
2.50000000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50126675913808e+00,1.43421959841848e-03
